0.59733,0.18585,0.1699,0.14471,0.12002,0.11584,0.096603,0.090568,0.085704,0.076911,Resampled
0.073259,0.021535,0.017764,0.013741,0.013132,0.011845,0.0090923,0.0088872,0.0083162,0.0076112,Resampled
0.043995,0.01086,0.0097696,0.0081414,0.0076837,0.0073296,0.0064267,0.0057884,0.0054483,0.0050567,Resampled
0.36935,0.12729,0.11013,0.10879,0.092252,0.084549,0.074297,0.070657,0.065834,0.059331,Resampled
0.49793,0.15283,0.13185,0.11294,0.1069,0.099099,0.09019,0.085004,0.076549,0.07289,Resampled
0.10801,0.034539,0.031872,0.027782,0.026169,0.02379,0.019936,0.01759,0.016337,0.014275,Resampled
0.58506,0.19521,0.15749,0.13145,0.12568,0.11523,0.102,0.095553,0.09129,0.084187,Resampled
0.58667,0.19218,0.15978,0.12951,0.12678,0.11447,0.10098,0.095314,0.090154,0.083671
0.57949,0.19236,0.1564,0.12721,0.12347,0.11276,0.09962,0.093211,0.089069,0.083501
0.58327,0.19306,0.15776,0.13014,0.12499,0.11581,0.10056,0.095456,0.089649,0.08448
0.57979,0.19151,0.156,0.12858,0.12472,0.11342,0.099862,0.094732,0.089774,0.083846
0.58655,0.194,0.15777,0.13131,0.127,0.11454,0.09968,0.096413,0.088529,0.08551
0.57829,0.19181,0.15463,0.12964,0.12336,0.11383,0.099586,0.093744,0.089783,0.083462
0.57708,0.18999,0.15434,0.12837,0.12444,0.11316,0.098934,0.093883,0.089602,0.083716
0.57763,0.19257,0.15571,0.12966,0.12361,0.11377,0.10011,0.094502,0.090206,0.083103
0.5732,0.18991,0.15573,0.12765,0.12304,0.11212,0.099104,0.09322,0.089393,0.082436
0.57344,0.19167,0.15575,0.12747,0.12266,0.1129,0.099653,0.093565,0.089074,0.083315
0.57018,0.1931,0.15497,0.13037,0.1238,0.11478,0.098546,0.095442,0.088033,0.083024
0.59939,0.19789,0.16012,0.13339,0.12844,0.11673,0.10273,0.097902,0.092739,0.086462
0.5788,0.19301,0.15537,0.13102,0.12506,0.11426,0.099565,0.095162,0.08931,0.084203
0.58349,0.19394,0.15733,0.13043,0.12497,0.1137,0.10126,0.095615,0.089834,0.084435
0.58418,0.19439,0.15775,0.12973,0.12606,0.11333,0.10047,0.095038,0.090845,0.083575
0.57671,0.19222,0.15707,0.12806,0.12383,0.11346,0.10018,0.094821,0.088474,0.08415
0.57144,0.19356,0.15559,0.12989,0.12304,0.11367,0.099929,0.094908,0.089243,0.082897
0.57791,0.19079,0.1571,0.12814,0.12409,0.11337,0.10015,0.09494,0.088121,0.083807
0.58264,0.19396,0.15718,0.12908,0.1237,0.11395,0.10151,0.094001,0.090055,0.083435
0.5734,0.19189,0.1551,0.12897,0.12388,0.11414,0.099878,0.095018,0.089126,0.083087
0.59598,0.1939,0.15854,0.1315,0.12795,0.11543,0.10164,0.095822,0.091382,0.08641
0.57242,0.18937,0.15406,0.1285,0.12371,0.11203,0.098803,0.093271,0.087432,0.083503
0.57553,0.19293,0.15569,0.1295,0.12406,0.11445,0.099245,0.095989,0.089099,0.084361
0.57081,0.18974,0.15403,0.12663,0.12272,0.11116,0.098539,0.092905,0.087779,0.082147
0.56571,0.18953,0.15454,0.12712,0.12244,0.11233,0.098421,0.0938,0.088177,0.081865
0.57184,0.19109,0.15451,0.12855,0.12326,0.11361,0.099212,0.093928,0.088686,0.083463
0.57506,0.1893,0.15496,0.12796,0.12416,0.11265,0.099247,0.093899,0.088898,0.083356
0.84078,0.32378,0.22727,0.18968,0.18537,0.15948,0.15076,0.13056,0.12928,0.11097
0.84742,0.32738,0.23033,0.19349,0.18669,0.16297,0.15376,0.13397,0.13109,0.11521
0.33102,0.12226,0.098073,0.082962,0.077155,0.070853,0.066953,0.054493,0.052022,0.042583
0.31174,0.11699,0.095321,0.078541,0.07455,0.067964,0.064579,0.052435,0.050884,0.041337
0.32268,0.12072,0.097552,0.082069,0.075748,0.070008,0.066475,0.053554,0.051812,0.042028
0.31488,0.11886,0.096396,0.0807,0.07499,0.069139,0.066414,0.053513,0.051511,0.041648
0.31969,0.11996,0.097648,0.081143,0.075512,0.069445,0.066465,0.053518,0.051716,0.042096
0.31771,0.11885,0.096101,0.080564,0.074761,0.068791,0.0658,0.0532,0.05126,0.041406
0.31547,0.11879,0.096457,0.08032,0.074575,0.069112,0.065942,0.053439,0.051391,0.041436
0.32311,0.12002,0.097548,0.081829,0.075956,0.070023,0.066752,0.053953,0.051036,0.042093
0.32733,0.12216,0.097889,0.083164,0.07662,0.070622,0.067434,0.05413,0.05226,0.042643
0.318,0.11927,0.096139,0.080351,0.074688,0.068582,0.065598,0.053069,0.050573,0.041624
0.31343,0.11742,0.095007,0.079923,0.073798,0.068721,0.065809,0.052674,0.050736,0.04117
0.31986,0.11944,0.096429,0.081056,0.075348,0.068869,0.065434,0.053355,0.050926,0.041659
0.32588,0.12152,0.098182,0.082319,0.077064,0.069508,0.066697,0.054353,0.051314,0.042899
0.32588,0.12152,0.098182,0.082319,0.077064,0.069508,0.066697,0.054353,0.051314,0.042899
0.19323,0.10828,0.080471,0.074228,0.072184,0.059708,0.057387,0.048505,0.045407,0.039531
2.8837,2.6136,2.1806,1.7679,1.621,1.5769,1.4711,1.2366,1.0628,1.0352
