
20.865,105.42,56.469,5.6469e+05
22.166,119.28,44.854,4.4854e+05
19.021,87.736,59.822,5.9822e+05
22.583,123.66,64.816,6.4816e+05
21.903,116.31,66.071,6.6071e+05
34.794,295.67,53.24,5.324e+05
22.813,126.77,56.896,5.6896e+05
19.774,94.895,59.32,5.932e+05
26.836,175.51,58.572,5.8572e+05
18.771,85.353,60.881,6.0881e+05
22.417,121.81,65.25,6.525e+05
21.454,111.46,63.946,6.3946e+05
32.683,259.52,62.12,6.212e+05
21.016,107.06,60.622,6.0622e+05
21.246,109.6,63.202,6.3202e+05
21.536,112.39,65.709,6.5709e+05
20.824,105.13,61.686,6.1686e+05
34.891,296.57,54.2,5.42e+05
26.556,171.53,53.409,5.3409e+05
40.381,398.1,49.512,4.9512e+05
20.634,103.16,51.633,5.1633e+05
18.59,83.68,61.681,6.1681e+05
23.123,129.75,66.324,6.6324e+05
52.897,683.73,55.771,5.5771e+05
25.548,158.81,59.94,5.994e+05
24.028,140.14,66.496,6.6496e+05
23.473,133.78,64.802,6.4802e+05
23.166,130.3,65.357,6.5357e+05
21.737,114.64,56.237,5.6237e+05
22.716,125.14,65.257,6.5257e+05
48.291,570.62,63.946,6.3946e+05
31.411,240.49,64.85,6.485e+05
23.906,138.89,56.803,5.6803e+05
26.895,176.39,61.657,6.1657e+05
33.788,278.08,63.214,6.3214e+05
20.499,101.81,64.792,6.4792e+05
22.96,127.92,62.939,6.2939e+05
17.213,71.58,59.803,5.9803e+05
15.804,60.287,50.134,5.0134e+05
43.551,461.99,67.235,6.7235e+05
17.421,73.323,57.555,5.7555e+05
27.004,177.63,53.757,5.3757e+05
22.029,118,58.143,5.8143e+05
22.708,125.11,63.178,6.3178e+05
20.307,99.759,52.777,5.2777e+05
24.461,145.21,55.365,5.5365e+05
79.602,1549.7,34.125,3.4125e+05
19.39,90.994,63.307,6.3307e+05
19.892,95.781,57.249,5.7249e+05
24.889,150.83,55.853,5.5853e+05
26.088,165.73,63.873,6.3873e+05
39.667,374.96,22.252,2.2252e+05
7711.9,1.4729e+07,63.277,6.3277e+05
34.175,284.13,51.919,5.1919e+05
24.032,140.43,48.286,4.8286e+05
24.859,150.38,61.626,6.1626e+05
32.01,248.9,68.39,6.839e+05
20.182,98.663,54.298,5.4298e+05
20.656,103.49,63.29,6.329e+05
23.515,134.37,63.265,6.3265e+05
23.761,136.94,62.322,6.2322e+05
22.581,123.8,60.253,6.0253e+05
19.862,95.483,63.691,6.3691e+05
20.878,105.64,65.778,6.5778e+05
20.529,102.15,65.931,6.5931e+05
21.484,111.89,65.385,6.5385e+05
26.402,169.95,59.658,5.9658e+05
33.097,265.87,66.431,6.6431e+05
19.212,89.581,64.65,6.465e+05
20.896,105.86,53.324,5.3324e+05
19.537,92.608,57.008,5.7008e+05
29.901,217.83,59.252,5.9252e+05
18.824,85.888,60.124,6.0124e+05
14.965,54.035,45.134,4.5134e+05
18.105,79.093,39.632,3.9632e+05
23.527,134.35,50.421,5.0421e+05
21.407,111.09,64.769,6.4769e+05
20.81,104.98,66.507,6.6507e+05
19.112,88.619,55.386,5.5386e+05
22.368,121.27,64.711,6.4711e+05
23.177,130.44,67.055,6.7055e+05
22.719,125.17,67.204,6.7204e+05
28.274,194.84,63.887,6.3887e+05
16.301,64.296,59.618,5.9618e+05
24.425,145.24,53.975,5.3975e+05
20.272,99.456,59.021,5.9021e+05
20.478,101.65,62.794,6.2794e+05
20.581,102.69,63.129,6.3129e+05
21.287,109.95,62.831,6.2831e+05
52.993,683.61,73.04,7.304e+05
20.362,100.4,60.45,6.045e+05
20.688,103.79,65.205,6.5205e+05
22.328,120.8,59.066,5.9066e+05
20.256,99.385,61.596,6.1596e+05
19.889,95.826,58.47,5.847e+05
19.04,87.813,59.578,5.9578e+05
22.24,119.9,65.974,6.5974e+05
24.332,143.67,63.741,6.3741e+05
20.556,102.48,56.966,5.6966e+05
20.242,99.192,58.082,5.8082e+05
25.576,158.57,61.322,6.1322e+05
21.782,115.06,60.89,6.089e+05
27.909,189.83,59.978,5.9978e+05
