37.788,348.04,56.72,5.67E+05
29.121,206.58,52.063,5.21E+05
30.018,219.84,58.415,5.84E+05
40.6,403.97,59.349,5.9349e+05
43.908,470.32,56.194,5.6194e+05
59.883,876.69,68.85,6.885e+05
75.668,1397.8,73.094,7.3094e+05
75.668,1397.8,73.094,7.3094e+05
32.292,254.08,49.819,4.9819e+05
45.989,516.4,61.692,6.1692e+05
70.317,1208.4,72.498,7.2498e+05
41.758,425.33,65.21,6.521e+05
37.068,335.76,59.836,5.9836e+05
65.625,1049.2,61.458,6.1458e+05
36.231,319.03,66.832,6.6832e+05
26.683,173.57,55.353,5.5353e+05
52.661,675.6,72.574,7.2574e+05
70.11,1205,68.264,6.8264e+05
52.422,673.06,62.624,6.2624e+05
8107.6,1.6292e+07,9.2615,92615
24.58,146.4,59.584,5.9584e+05
1882.9,8.8155e+05,10.127,1.0127e+05
44.635,484.68,71.104,7.1104e+05
47.467,548.05,71.398,7.1398e+05
43.078,451.32,71.274,7.1274e+05
48.588,574.3,71.13,7.113e+05
40.692,402.47,70.5,7.05e+05
25.916,163.39,56.752,5.6752e+05
33.796,278.81,56.307,5.6307e+05
33.75,278.07,56.488,5.6488e+05
38.196,355.83,50.321,5.0321e+05
37.508,342.1,51.119,5.1119e+05
28.896,201.58,43.607,4.3607e+05
70.371,1207,61.031,6.1031e+05
37.031,334.2,49.696,4.9696e+05
33.83,278.06,49.528,4.9528e+05
28.748,200.25,46.839,4.6839e+05
36.867,331.25,49.93,4.993e+05
62.423,952.72,55.292,5.5292e+05
18.559,83.381,59.868,5.9868e+05
30.059,220.6,61.739,6.1739e+05
20.59,102.62,61.803,6.1803e+05
33.459,273.37,63.73,6.373e+05
20.592,102.64,61.83,6.183e+05
22.089,118.46,44.115,4.4115e+05
31.439,241.04,51.075,5.1075e+05
22.085,118.41,44.149,4.4149e+05
49.67,601.14,16.374,1.6374e+05
20.538,102,47.489,4.7489e+05
27.715,187.03,52.006,5.2006e+05
15.249,55.999,47.283,4.7283e+05
18.973,87.098,53.852,5.3852e+05
37.058,335.28,62.325,6.2325e+05
23.326,132,56.386,5.6386e+05
19.038,87.772,51.037,5.1037e+05
19.811,95.496,43.283,4.3283e+05
35.902,313.71,68.823,6.8823e+05
30.144,220.95,64.563,6.4563e+05
47.947,561.55,57.68,5.768e+05
30.141,220.91,64.596,6.4596e+05
47.939,561.34,57.676,5.7676e+05
35.782,311.07,70.565,7.0565e+05
46.75,533.18,70.757,7.0757e+05
37.985,350.47,41.595,4.1595e+05
45.28,498.08,56.308,5.6308e+05
31.253,237.4,65.278,6.5278e+05
36.881,331.64,67.688,6.7688e+05
42.96,449.48,69.798,6.9798e+05
21560,1.147e+08,64.278,6.4278e+05
43.006,450.26,54.314,5.4314e+05
33.84,278.19,68.777,6.8777e+05
41.86,427.19,67.546,6.7546e+05
34.14,283.39,67.285,6.7285e+05
43.012,451.71,68.573,6.8573e+05
34.143,283.45,67.277,6.7277e+05
51.395,641.79,68.905,6.8905e+05
46.847,533.73,71.855,7.1855e+05
44.639,484.68,72.546,7.2546e+05
46.29,521.2,72.216,7.2216e+05
63.181,976.89,63.019,6.3019e+05
149.25,5441.6,64.597,6.4597e+05
53.422,697.47,57.921,5.7921e+05
61.802,932.35,72.445,7.2445e+05
73.774,1326.9,72.49,7.249e+05
42.485,439.85,66.608,6.6608e+05
45.311,499.86,67.797,6.7797e+05
53.215,691.22,59.924,5.9924e+05
48.301,568.25,69.487,6.9487e+05
42.313,435.33,65.732,6.5732e+05
