227.84,12950,1679,1.19E+05
252.82,15949,1630.7,2.00E+05
179.94,8075.1,1521,48790
191.1,9109.3,1559.5,1.47E+05
225.29,12661,1678.1,2.29E+05
225.26,12658,1535.8,1.38E+05
205.69,10554,1654,1.83E+05
262.4,17179,1571,1.25E+05
226.06,12749,1631.3,1.33E+05
204.27,10408,1502.7,2.16E+05
207.57,10746,1545.1,79580
148.37,5491.5,1520.8,68718
174.56,7601.1,1607.7,78549
135.97,4609.9,1525,1.24E+05
171.03,7296.8,1647.5,84246
208.33,10825,1488.7,1.21E+05
245.74,15066,1548.5,88633
167.48,6997.2,1574.3,1.27E+05
163.94,6704.3,1656,1.16E+05
245.13,14976,581.51,3.01E+05
193.95,9383.9,1513.2,1.57E+05
229.28,13113,1635.2,92788
140.39,4914.8,1520.9,2.63E+05
190.21,9025.1,1561.3,42761
151.04,5690.1,1561.8,1.21E+05
142.15,5039.6,1639.2,94937
138.18,4762.4,1571.8,1.06E+05
170.55,7256.2,1463.4,84062
165.95,6869.1,1561.9,71140
205.72,10558,1606.2,83117
165.83,6859,1515.7,1.35E+05
212.24,11239,1694.8,1.39E+05
202.72,10252,1519.6,2.61E+05
186.31,8659.2,1562.1,1.04E+05
150.04,5616.2,1584.5,94900
165.42,6826.1,1609,79532
173.33,7494.5,1519,1.94E+05
172.44,7418.5,1599.8,1.96E+05
190.18,9022.8,1595.4,1.35E+05
228.13,12983,1685.1,1.21E+05
208.96,10894,1604.8,71625
229.13,13099,1624.2,92592
224.59,12585,1602.8,1.03E+05
217.27,11778,1626.4,71963
206.99,10689,1526.3,86501
220.39,12119,1687.1,1.10E+05
224.3,12551,1629.4,1.02E+05
196.73,9655.9,1578.6,67710
224.17,12537,1605,1.58E+05
194.08,9397.2,1527.5,93862
222.11,12308,1571,98403
286.32,20434,363.9,2.32E+05
507.85,64361,1939.3,2.17E+05
315.93,24903,1560,69594
420.78,44185,1611.4,2.01E+05
425.47,45174,1596.7,2.59E+05
378.59,35766,1605.9,6.86E+05
229.65,13156,1610.5,3.04E+05
380.14,36061,1996.6,3.41E+05
355.67,31569,1728.5,1.35E+05
563.77,79323,1579.2,4.63E+05
350.82,30690,1574.7,2.13E+05
290.71,21089,1704,1.96E+05
499.26,62244,20889,40756
261.47,17042,3057,2.49E+05
246.99,15201,463.32,2.40E+05
404.17,40772,1426.8,1.37E+05
442.97,48980,1492.4,2.22E+05
325.61,26445,1417.4,2.54E+05
316.04,24918,1303,3.46E+05
297.74,22118,1622.6,1.32E+05
393.29,38601,1783,1.52E+05
315.28,24799,1311.1,3.48E+05
510.07,64927,1233.4,47383
394.53,38838,1761.4,1.04E+05
3975.9,3.95E+06,1829.5,7.05E+05
376.79,35421,1889.3,1.42E+05
302.06,22755,1461.5,2.35E+05
306.72,23460,1528.2,1.54E+05
378.22,35684,1714.1,3.68E+05
286.27,20440,1359.7,1.29E+05
168.55,7076.5,595.51,2.08E+05
266.31,17665,612.42,5.71E+05
274.01,18726,1455.8,3.09E+05
293.54,21492,1404.9,2.83E+05
264.19,17396,372.98,2.71E+05
297.97,22154,1533.7,2.44E+05
378.85,35817,1742.5,1.08E+05
316.44,24977,1684.9,1.60E+05
271.58,18375,386.17,2.80E+05
283.13,20008,1740.4,1.17E+05
450.99,50761,2297.7,2.58E+05
294.96,21706,1824.3,1.75E+05
339.26,28720,1833.4,3.97E+05
270.14,18179,395.25,3.63E+05
281.23,19698,374.63,5.75E+05
332.68,27611,1637.9,1.40E+05
446.23,49693,1748.8,3.23E+05
274.06,18740,1670.5,1.85E+05
400.59,40040,2519.8,1.90E+05
344.06,29543,2782.9,1.73E+05
