21.201,109.05,62.815,6.28E+05,46.235
17.526,74.308,57.584,5.76E+05,56.782
56.108,771.57,43.279,4.3279e+05,728.29
53.17,691.83,59.71,5.971e+05,632.12
30.63,228.24,65.556,6.5556e+05,162.68
30.625,228.17,65.581,6.5581e+05,162.59
51.304,644.93,60.923,6.0923e+05,584.01
51.304,644.93,60.923,6.0923e+05,584.01
51.304,644.93,60.923,6.0923e+05,584.01
51.304,644.93,60.923,6.0923e+05,584.01
51.304,644.93,60.923,6.0923e+05,584.01
51.304,644.93,60.923,6.0923e+05,584.01
56.271,774.32,65.495,6.5495e+05,708.83
40.209,393.18,63.747,6.3747e+05,329.44
40.209,393.18,63.747,6.3747e+05,329.44
40.209,393.18,63.747,6.3747e+05,329.44
35.165,301.09,62.585,6.2585e+05,238.5
35.165,301.09,62.585,6.2585e+05,238.5
35.165,301.09,62.585,6.2585e+05,238.5
35.168,301.13,62.587,6.2587e+05,238.54
35.165,301.08,62.582,6.2582e+05,238.49
35.161,301.01,62.575,6.2575e+05,238.44
262.15,17125,4.9583e+05
258.61,16666,5.1001e+05
35.164,301.07,62.58,6.258e+05,238.49
261.56,17048,4.9245e+05
259,16717,5.0651e+05
259.09,16728,5.0603e+05
262.41,17159,4.9217e+05
258.75,16685,5.0548e+05
262.29,17144,4.9624e+05
266.67,17720,1.8436e-08,4.7475e+05,17720
51.304,644.94,60.925,6.0925e+05,584.02
28.439,196.46,66.6,6.66e+05,129.86
14.738,52.333,49.453,4.9453e+05,2.8805
11.815,33.55,55.233,5.5233e+05,-21.683
12.376,36.844,55.743,5.5743e+05,-18.899
14.735,52.297,49.391,4.9391e+05,2.9061
14.727,52.238,49.411,4.9411e+05,2.827
14.736,52.317,49.473,4.9473e+05,2.844
210.95,11103,1717,1.2812e+05,9386
257.21,16506,1468.6,41718,15037
253.32,16009,1475.7,51099,14533
252.32,15884,1480.4,43916,14403
252.22,15871,1483.3,47163,14387
252.37,15890,1488.5,52414,14402
251.18,15740,1489.9,48847,14250
252.51,15908,1485.6,42140,14422
3.4886e+05,3.0153e+10,86.281,8.6281e+05,3.0153e+10
253.65,16052,1476.9,43335,14575
47249,5.5313e+08,86.591,8.6591e+05,5.5313e+08
41.236,418.34,83.156,3.4587e+05,335.19
88.403,1932.1,65.492,5.1716e+05,1866.6
87.283,1880.6,82.995,6.6806e+05,1797.6
73.298,1322.2,85.728,6.614e+05,1236.5
48.606,577.96,64.651,6.4651e+05,513.31
254.17,16116,1474.2,47010,14642
251.37,15764,1485.5,44616,14278
253.87,16078,1474.5,44818,14604
251.87,15825,1565.4,39283,14260
