401.37,40154,1.02E-08,6.01E+05,40154
404.35,40745,8.37E-09,6.00E+05,40745
189.75,8970.7,1.16E-08,5.30E+05,8970.7
194.88,9464.3,8.29E-09,5.48E+05,9464.3
202.63,10230,8.13E-09,5.09E+05,10230
352.01,30900,7.49E-09,5.15E+05,30900
308.71,23755,9.49E-09,5.81E+05,23755
198.49,9814.3,1.42E-08,5.13E+05,9814.3
162.21,6554.9,1.6803e-08,5.9119e+05,6554.9
669.22,1.1171e+05,8.7629e-09,5.9229e+05,1.1171e+05
395.82,39055,7.749e-09,6.4872e+05,39055
313.9,24570,7.6816e-09,4.6393e+05,24570
398.11,39517,1.1427e-08,6.4893e+05,39517
250.54,15640,1.641e-08,5.3153e+05,15640
348.09,30196,1.883e-08,5.9225e+05,30196
376.64,35356,1.9896e-08,6.5922e+05,35356
265.34,17544,1.031e-08,5.1334e+05,17544
239.72,14317,1.1758e-08,5.3268e+05,14317
371.94,34483,1.9896e-08,6.7541e+05,34483
241,14469,1.7446e-08,5.0478e+05,14469
327.61,26758,1.8826e-08,4.2451e+05,26758
269.51,18105,1.2902e-08,6.3008e+05,18105
211.34,11130,2.2027e-08,3.8241e+05,11130
92.121,2105.5,1.0159e-07,4.5334e+05,2105.5
102.26,2596.6,1.7629e-07,6.1938e+05,2596.6
92.722,2134.5,8.0797e-08,4.6649e+05,2134.5
101.72,2569.1,1.7629e-07,6.2226e+05,2569.1
74.089,1362,1.0265e-07,5.4042e+05,1362
102.73,2620.2,1.7629e-07,6.1125e+05,2620.2
94,2193.4,8.0799e-08,4.4959e+05,2193.4
102.49,2607.9,1.7629e-07,6.1335e+05,2607.9
