60.85983897,907.749385,58.67586759,5.87E+05,846.889546
48.3714792,571.5908111,61.8439969,6.18E+05,523.2193319
79.23029724,1535.268319,65.97303319,6.60E+05,1456.038022
102.99,2533,25.797,2.58E+05,2430.01
103.04,2530.2,23.277,2.33E+05,2427.16
103.13,2533.9,22.837,2.28E+05,2430.77
103.16,2518.7,16.482,1.65E+05,2415.54
103.19,2527.4,22.251,2.23E+05,2424.21
103.43,2544.9,24.451,2.45E+05,2441.47
103.58,2564.6,26.923,2.69E+05,2461.02
103.9,2570.7,26.07,2.61E+05,2466.8
104.14,2579.9,23.308,2.33E+05,2475.76
104.18,2585.5,25.679,2.57E+05,2481.32
104.41,2587.6,22.058,2.21E+05,2483.19
104.63,2597.2,22.503,2.25E+05,2492.57
104.63,2617.9,27.894,2.79E+05,2513.27
97.29069842,2307.441695,74.34691165,743469.1165,2210.150997
58.748617,842.8101143,66.05430849,660543.0849,784.0614973
32.458,257.16,54.247,5.42E+05,224.702
46.343,524.29,61.151,6.12E+05,477.947
45.62236294,507.9589073,61.31969562,613196.9562,462.3365444
59.648,868.82,68.633,6.86E+05,809.172
41.096,411.15,50.328,5.03E+05,846.889546
20.242,99.192,58.082,5.8082e+05,78.95
